region,city,country,utility_primary,heating_degree_days,heat_pump_rebate,heat_pump_system_size,heat_pump_cost,heat_pump_annual_savings,heat_pump_payback_years,solar_rebate,solar_kw,solar_cost,solar_annual_savings,solar_payback_years,battery_rebate,battery_kwh,battery_cost,water_heater_rebate,insulation_rebate,windows_rebate,ev_charger_rebate,thermostat_rebate,notes,source_utility,source_state,source_city,verified_date
VT,Rutland,USA,Green Mountain Power,7800,"Up to $475 (ductless mini-split) or up to $2,200 (ducted heat pump), via Efficiency Vermont + utility; +$200-$2,200 low/moderate-income bonus",3-4-ton,"$14,000-$20,000","$700-$1,000",13,$0 direct rebate; 1:1 net metering at blended retail rate (~$0.1839-$0.1999/kWh); state sales tax exemption on systems up to 500kW,6kW,"$15,000-$19,000",$600-$900,15,"$850/kW (3hr daily discharge) or $950/kW (4hr), via Green Mountain Power Bring Your Own Device, capped at $10,500 per system",13.5kWh,"$12,000","$600-$1,000 (Efficiency Vermont heat pump water heater)","Up to 90% cash back (Efficiency Vermont weatherization/air sealing, while funding lasts through end of 2026)","Not currently available (federal 25C credit up to $1,200/yr applies; no confirmed VT-specific windows rebate)",Not currently available,Not currently available,GMP territory. Bring Your Own Device battery program available on new or existing solar. Heat pump clothes dryer/combo units also eligible for up to $400 (not represented in this schema).,https://www.efficiencyvermont.com/rebates/list/heat-pump-heating-cooling-system,https://www.fortresspower.com/energybroker/green-mountain-power-bring-your-own-device-program/,https://www.efficiencyvermont.com/news-blog/news/efficiency-vermont-announces-2026-rebates-to-help-vermonters-achieve-their-home-energy-goals-in-the-new-year,2026-09-01
VT,Barre,USA,Green Mountain Power,8100,"Up to $475 (ductless mini-split) or up to $2,200 (ducted heat pump), via Efficiency Vermont + utility; +$200-$2,200 low/moderate-income bonus",3-4-ton,"$14,000-$20,000","$700-$1,000",14,$0 direct rebate; 1:1 net metering at blended retail rate (~$0.1839-$0.1999/kWh); state sales tax exemption on systems up to 500kW,6kW,"$15,000-$19,000",$600-$900,15,"$850/kW (3hr daily discharge) or $950/kW (4hr), via Green Mountain Power Bring Your Own Device, capped at $10,500 per system",13.5kWh,"$12,000","$600-$1,000 (Efficiency Vermont heat pump water heater)","Up to 90% cash back (Efficiency Vermont weatherization/air sealing, while funding lasts through end of 2026)","Not currently available (federal 25C credit up to $1,200/yr applies; no confirmed VT-specific windows rebate)",Not currently available,Not currently available,GMP territory. Bring Your Own Device battery program available on new or existing solar. Heat pump clothes dryer/combo units also eligible for up to $400 (not represented in this schema).,https://www.efficiencyvermont.com/rebates/list/heat-pump-heating-cooling-system,https://www.fortresspower.com/energybroker/green-mountain-power-bring-your-own-device-program/,https://www.efficiencyvermont.com/news-blog/news/efficiency-vermont-announces-2026-rebates-to-help-vermonters-achieve-their-home-energy-goals-in-the-new-year,2026-09-01
VT,Montpelier,USA,Green Mountain Power,8100,"Up to $475 (ductless mini-split) or up to $2,200 (ducted heat pump), via Efficiency Vermont + utility; +$200-$2,200 low/moderate-income bonus",3-4-ton,"$14,000-$20,000","$700-$1,000",14,$0 direct rebate; 1:1 net metering at blended retail rate (~$0.1839-$0.1999/kWh); state sales tax exemption on systems up to 500kW,6kW,"$15,000-$19,000",$600-$900,15,"$850/kW (3hr daily discharge) or $950/kW (4hr), via Green Mountain Power Bring Your Own Device, capped at $10,500 per system",13.5kWh,"$12,000","$600-$1,000 (Efficiency Vermont heat pump water heater)","Up to 90% cash back (Efficiency Vermont weatherization/air sealing, while funding lasts through end of 2026)","Not currently available (federal 25C credit up to $1,200/yr applies; no confirmed VT-specific windows rebate)",Not currently available,Not currently available,GMP territory. Bring Your Own Device battery program available on new or existing solar. Heat pump clothes dryer/combo units also eligible for up to $400 (not represented in this schema).,https://www.efficiencyvermont.com/rebates/list/heat-pump-heating-cooling-system,https://www.fortresspower.com/energybroker/green-mountain-power-bring-your-own-device-program/,https://www.efficiencyvermont.com/news-blog/news/efficiency-vermont-announces-2026-rebates-to-help-vermonters-achieve-their-home-energy-goals-in-the-new-year,2026-09-01
NY,Beacon,USA,Central Hudson,5800,"$500-$1,000 per 10,000 Btuh (Central Hudson NYS Clean Heat, tiered by fossil-fuel removal/backup use); up to $18,000 (ground-source, single-family retrofit)",3-4-ton,"$18,000-$25,000",$1200-$1700,13,"$0 (VDER compensation, no direct utility rebate); federal solar ITC expired 12/31/25",6kW,"$16,000-$20,000",$1000-$1300,15,Not currently available (no confirmed Central Hudson battery storage rebate found),13.5kWh,"$12,000","$1,250 (Central Hudson ENERGY STAR heat pump water heater)",Not currently available,Not currently available,Not currently available (no confirmed Central Hudson EV charger rebate found),Not currently available,"Central Hudson Gas & Electric serves the mid-Hudson Valley; participates in the statewide NYS Clean Heat program (jointly administered by NYSERDA and 7 investor-owned utilities). Weatherization prerequisite for Clean Heat incentives begins 3/1/28, does not apply to 2026-2027 installs.",https://www.cenhud.com/en/my-energy/save-energy-money/residential-incentives/heatpumpincentives/,https://heatpumpnetwork.com/heat-pump-rebates-new-york/,https://nebraskyplumbing.com/savings-hub/instant-rebates/clean-heat/central-hudson/,2026-09-01
NY,Kingston,USA,Central Hudson,6000,"$500-$1,000 per 10,000 Btuh (Central Hudson NYS Clean Heat, tiered by fossil-fuel removal/backup use); up to $18,000 (ground-source, single-family retrofit)",3-4-ton,"$18,000-$25,000",$1200-$1700,13,"$0 (VDER compensation, no direct utility rebate); federal solar ITC expired 12/31/25",6kW,"$16,000-$20,000",$1000-$1300,15,Not currently available (no confirmed Central Hudson battery storage rebate found),13.5kWh,"$12,000","$1,250 (Central Hudson ENERGY STAR heat pump water heater)",Not currently available,Not currently available,Not currently available (no confirmed Central Hudson EV charger rebate found),Not currently available,"Central Hudson Gas & Electric serves the mid-Hudson Valley; participates in the statewide NYS Clean Heat program (jointly administered by NYSERDA and 7 investor-owned utilities). Weatherization prerequisite for Clean Heat incentives begins 3/1/28, does not apply to 2026-2027 installs.",https://www.cenhud.com/en/my-energy/save-energy-money/residential-incentives/heatpumpincentives/,https://heatpumpnetwork.com/heat-pump-rebates-new-york/,https://nebraskyplumbing.com/savings-hub/instant-rebates/clean-heat/central-hudson/,2026-09-01
NY,Newburgh,USA,Central Hudson,5800,"$500-$1,000 per 10,000 Btuh (Central Hudson NYS Clean Heat, tiered by fossil-fuel removal/backup use); up to $18,000 (ground-source, single-family retrofit)",3-4-ton,"$18,000-$25,000",$1200-$1700,13,"$0 (VDER compensation, no direct utility rebate); federal solar ITC expired 12/31/25",6kW,"$16,000-$20,000",$1000-$1300,15,Not currently available (no confirmed Central Hudson battery storage rebate found),13.5kWh,"$12,000","$1,250 (Central Hudson ENERGY STAR heat pump water heater)",Not currently available,Not currently available,Not currently available (no confirmed Central Hudson EV charger rebate found),Not currently available,"Central Hudson Gas & Electric serves the mid-Hudson Valley; participates in the statewide NYS Clean Heat program (jointly administered by NYSERDA and 7 investor-owned utilities). Weatherization prerequisite for Clean Heat incentives begins 3/1/28, does not apply to 2026-2027 installs.",https://www.cenhud.com/en/my-energy/save-energy-money/residential-incentives/heatpumpincentives/,https://heatpumpnetwork.com/heat-pump-rebates-new-york/,https://nebraskyplumbing.com/savings-hub/instant-rebates/clean-heat/central-hudson/,2026-09-01
NY,Poughkeepsie,USA,Central Hudson,5900,"$500-$1,000 per 10,000 Btuh (Central Hudson NYS Clean Heat, tiered by fossil-fuel removal/backup use); up to $18,000 (ground-source, single-family retrofit)",3-4-ton,"$18,000-$25,000",$1200-$1700,13,"$0 (VDER compensation, no direct utility rebate); federal solar ITC expired 12/31/25",6kW,"$16,000-$20,000",$1000-$1300,15,Not currently available (no confirmed Central Hudson battery storage rebate found),13.5kWh,"$12,000","$1,250 (Central Hudson ENERGY STAR heat pump water heater)",Not currently available,Not currently available,Not currently available (no confirmed Central Hudson EV charger rebate found),Not currently available,"Central Hudson Gas & Electric serves the mid-Hudson Valley; participates in the statewide NYS Clean Heat program (jointly administered by NYSERDA and 7 investor-owned utilities). Weatherization prerequisite for Clean Heat incentives begins 3/1/28, does not apply to 2026-2027 installs.",https://www.cenhud.com/en/my-energy/save-energy-money/residential-incentives/heatpumpincentives/,https://heatpumpnetwork.com/heat-pump-rebates-new-york/,https://nebraskyplumbing.com/savings-hub/instant-rebates/clean-heat/central-hudson/,2026-09-01
NY,Saugerties,USA,Central Hudson,6100,"$500-$1,000 per 10,000 Btuh (Central Hudson NYS Clean Heat, tiered by fossil-fuel removal/backup use); up to $18,000 (ground-source, single-family retrofit)",3-4-ton,"$18,000-$25,000",$1200-$1700,13,"$0 (VDER compensation, no direct utility rebate); federal solar ITC expired 12/31/25",6kW,"$16,000-$20,000",$1000-$1300,15,Not currently available (no confirmed Central Hudson battery storage rebate found),13.5kWh,"$12,000","$1,250 (Central Hudson ENERGY STAR heat pump water heater)",Not currently available,Not currently available,Not currently available (no confirmed Central Hudson EV charger rebate found),Not currently available,"Central Hudson Gas & Electric serves the mid-Hudson Valley; participates in the statewide NYS Clean Heat program (jointly administered by NYSERDA and 7 investor-owned utilities). Weatherization prerequisite for Clean Heat incentives begins 3/1/28, does not apply to 2026-2027 installs.",https://www.cenhud.com/en/my-energy/save-energy-money/residential-incentives/heatpumpincentives/,https://heatpumpnetwork.com/heat-pump-rebates-new-york/,https://nebraskyplumbing.com/savings-hub/instant-rebates/clean-heat/central-hudson/,2026-09-01
NY,New Rochelle,USA,Con Edison,5000,"$10,000 (Clean Heat)",3-4-ton,"$18,000-$25,000",$1400,14,$0 (VDER),6kW,"$16,000-$20,000",$1200,14,$0,13.5kWh,"$12,000","$1,300",$0,$0,$400 (SmartCharge),$0,"Con Edison / NYS Clean Heat program, Westchester service territory (same figures as existing NYC/Yonkers rows in this file). HEAR/HOMES income-qualified max $14k per measure. Federal solar ITC expired 12/31/25. VDER compensation reduced vs NEM 2.0.",https://www.coned.com/en/save-money/rebates-incentives-tax-credits/rebates-incentives-tax-credits-for-residential-customers/electric-heating-and-cooling-technology-for-renters-homeowners/swap-your-water-heater-and-save,https://heatpumpnetwork.com/heat-pump-rebates-new-york/,https://rebateatlas.org/states/new-york/,2026-09-01
NY,White Plains,USA,Con Edison,5300,"$10,000 (Clean Heat)",3-4-ton,"$18,000-$25,000",$1500,14,$0 (VDER),6kW,"$16,000-$20,000",$1300,14,$0,13.5kWh,"$12,000","$1,300",$0,$0,$400 (SmartCharge),$0,"Con Edison / NYS Clean Heat program, Westchester service territory (same figures as existing NYC/Yonkers rows in this file). HEAR/HOMES income-qualified max $14k per measure. Federal solar ITC expired 12/31/25. VDER compensation reduced vs NEM 2.0.",https://www.coned.com/en/save-money/rebates-incentives-tax-credits/rebates-incentives-tax-credits-for-residential-customers/electric-heating-and-cooling-technology-for-renters-homeowners/swap-your-water-heater-and-save,https://heatpumpnetwork.com/heat-pump-rebates-new-york/,https://rebateatlas.org/states/new-york/,2026-09-01
NY,Babylon,USA,PSEG Long Island,4700,"Rebate tiers updated 1/1/26 (exact standard-tier $ not published at research time); income-qualified Home Comfort Plus covers 100% of project cost up to $11,000; geothermal $1,000-$2,000/ton",3-4-ton,"$18,000-$25,000",$1300-$1600,,Not currently available (no confirmed 2026 PSEG LI solar rebate figure found; VDER compensation applies),6kW,"$16,000-$20,000",$1000-$1300,,Not currently available (no confirmed 2026 PSEG LI battery storage rebate figure found),13.5kWh,"$12,000",Not currently available (PSEG LI ENERGY STAR appliance rebate program exists; 2026 heat pump water heater dollar figure not confirmed),Not currently available,Not currently available,Not currently available,Not currently available,"PSEG Long Island administers the NYS Clean Heat program on Long Island; new rebate tiers took effect 1/1/26 but the standard (non-income-qualified) dollar amount was not published in public sources at research time — verify at psegliny.com. Income-qualified Home Comfort Plus is well documented (100% of cost up to $11,000).",https://www.psegliny.com/en/saveenergyandmoney/homeefficiency/HomeComfort/HeatPumps/Rebates,https://www.patchogue.ac/blog/pseg-heat-pump-rebates-2026-guide,https://dps.ny.gov/pseg-lis-utility-20-plan-update-energy-efficiency-ee-plan,2026-09-01
NY,Brookhaven,USA,PSEG Long Island,4800,"Rebate tiers updated 1/1/26 (exact standard-tier $ not published at research time); income-qualified Home Comfort Plus covers 100% of project cost up to $11,000; geothermal $1,000-$2,000/ton",3-4-ton,"$18,000-$25,000",$1300-$1600,,Not currently available (no confirmed 2026 PSEG LI solar rebate figure found; VDER compensation applies),6kW,"$16,000-$20,000",$1000-$1300,,Not currently available (no confirmed 2026 PSEG LI battery storage rebate figure found),13.5kWh,"$12,000",Not currently available (PSEG LI ENERGY STAR appliance rebate program exists; 2026 heat pump water heater dollar figure not confirmed),Not currently available,Not currently available,Not currently available,Not currently available,"PSEG Long Island administers the NYS Clean Heat program on Long Island; new rebate tiers took effect 1/1/26 but the standard (non-income-qualified) dollar amount was not published in public sources at research time — verify at psegliny.com. Income-qualified Home Comfort Plus is well documented (100% of cost up to $11,000).",https://www.psegliny.com/en/saveenergyandmoney/homeefficiency/HomeComfort/HeatPumps/Rebates,https://www.patchogue.ac/blog/pseg-heat-pump-rebates-2026-guide,https://dps.ny.gov/pseg-lis-utility-20-plan-update-energy-efficiency-ee-plan,2026-09-01
NY,Huntington,USA,PSEG Long Island,4700,"Rebate tiers updated 1/1/26 (exact standard-tier $ not published at research time); income-qualified Home Comfort Plus covers 100% of project cost up to $11,000; geothermal $1,000-$2,000/ton",3-4-ton,"$18,000-$25,000",$1300-$1600,,Not currently available (no confirmed 2026 PSEG LI solar rebate figure found; VDER compensation applies),6kW,"$16,000-$20,000",$1000-$1300,,Not currently available (no confirmed 2026 PSEG LI battery storage rebate figure found),13.5kWh,"$12,000",Not currently available (PSEG LI ENERGY STAR appliance rebate program exists; 2026 heat pump water heater dollar figure not confirmed),Not currently available,Not currently available,Not currently available,Not currently available,"PSEG Long Island administers the NYS Clean Heat program on Long Island; new rebate tiers took effect 1/1/26 but the standard (non-income-qualified) dollar amount was not published in public sources at research time — verify at psegliny.com. Income-qualified Home Comfort Plus is well documented (100% of cost up to $11,000).",https://www.psegliny.com/en/saveenergyandmoney/homeefficiency/HomeComfort/HeatPumps/Rebates,https://www.patchogue.ac/blog/pseg-heat-pump-rebates-2026-guide,https://dps.ny.gov/pseg-lis-utility-20-plan-update-energy-efficiency-ee-plan,2026-09-01
NY,Islip,USA,PSEG Long Island,4700,"Rebate tiers updated 1/1/26 (exact standard-tier $ not published at research time); income-qualified Home Comfort Plus covers 100% of project cost up to $11,000; geothermal $1,000-$2,000/ton",3-4-ton,"$18,000-$25,000",$1300-$1600,,Not currently available (no confirmed 2026 PSEG LI solar rebate figure found; VDER compensation applies),6kW,"$16,000-$20,000",$1000-$1300,,Not currently available (no confirmed 2026 PSEG LI battery storage rebate figure found),13.5kWh,"$12,000",Not currently available (PSEG LI ENERGY STAR appliance rebate program exists; 2026 heat pump water heater dollar figure not confirmed),Not currently available,Not currently available,Not currently available,Not currently available,"PSEG Long Island administers the NYS Clean Heat program on Long Island; new rebate tiers took effect 1/1/26 but the standard (non-income-qualified) dollar amount was not published in public sources at research time — verify at psegliny.com. Income-qualified Home Comfort Plus is well documented (100% of cost up to $11,000).",https://www.psegliny.com/en/saveenergyandmoney/homeefficiency/HomeComfort/HeatPumps/Rebates,https://www.patchogue.ac/blog/pseg-heat-pump-rebates-2026-guide,https://dps.ny.gov/pseg-lis-utility-20-plan-update-energy-efficiency-ee-plan,2026-09-01
NY,Oyster Bay,USA,PSEG Long Island,4700,"Rebate tiers updated 1/1/26 (exact standard-tier $ not published at research time); income-qualified Home Comfort Plus covers 100% of project cost up to $11,000; geothermal $1,000-$2,000/ton",3-4-ton,"$18,000-$25,000",$1300-$1600,,Not currently available (no confirmed 2026 PSEG LI solar rebate figure found; VDER compensation applies),6kW,"$16,000-$20,000",$1000-$1300,,Not currently available (no confirmed 2026 PSEG LI battery storage rebate figure found),13.5kWh,"$12,000",Not currently available (PSEG LI ENERGY STAR appliance rebate program exists; 2026 heat pump water heater dollar figure not confirmed),Not currently available,Not currently available,Not currently available,Not currently available,"PSEG Long Island administers the NYS Clean Heat program on Long Island; new rebate tiers took effect 1/1/26 but the standard (non-income-qualified) dollar amount was not published in public sources at research time — verify at psegliny.com. Income-qualified Home Comfort Plus is well documented (100% of cost up to $11,000).",https://www.psegliny.com/en/saveenergyandmoney/homeefficiency/HomeComfort/HeatPumps/Rebates,https://www.patchogue.ac/blog/pseg-heat-pump-rebates-2026-guide,https://dps.ny.gov/pseg-lis-utility-20-plan-update-energy-efficiency-ee-plan,2026-09-01
NY,Smithtown,USA,PSEG Long Island,4800,"Rebate tiers updated 1/1/26 (exact standard-tier $ not published at research time); income-qualified Home Comfort Plus covers 100% of project cost up to $11,000; geothermal $1,000-$2,000/ton",3-4-ton,"$18,000-$25,000",$1300-$1600,,Not currently available (no confirmed 2026 PSEG LI solar rebate figure found; VDER compensation applies),6kW,"$16,000-$20,000",$1000-$1300,,Not currently available (no confirmed 2026 PSEG LI battery storage rebate figure found),13.5kWh,"$12,000",Not currently available (PSEG LI ENERGY STAR appliance rebate program exists; 2026 heat pump water heater dollar figure not confirmed),Not currently available,Not currently available,Not currently available,Not currently available,"PSEG Long Island administers the NYS Clean Heat program on Long Island; new rebate tiers took effect 1/1/26 but the standard (non-income-qualified) dollar amount was not published in public sources at research time — verify at psegliny.com. Income-qualified Home Comfort Plus is well documented (100% of cost up to $11,000).",https://www.psegliny.com/en/saveenergyandmoney/homeefficiency/HomeComfort/HeatPumps/Rebates,https://www.patchogue.ac/blog/pseg-heat-pump-rebates-2026-guide,https://dps.ny.gov/pseg-lis-utility-20-plan-update-energy-efficiency-ee-plan,2026-09-01
NY,Southampton,USA,PSEG Long Island,4700,"Rebate tiers updated 1/1/26 (exact standard-tier $ not published at research time); income-qualified Home Comfort Plus covers 100% of project cost up to $11,000; geothermal $1,000-$2,000/ton",3-4-ton,"$18,000-$25,000",$1300-$1600,,Not currently available (no confirmed 2026 PSEG LI solar rebate figure found; VDER compensation applies),6kW,"$16,000-$20,000",$1000-$1300,,Not currently available (no confirmed 2026 PSEG LI battery storage rebate figure found),13.5kWh,"$12,000",Not currently available (PSEG LI ENERGY STAR appliance rebate program exists; 2026 heat pump water heater dollar figure not confirmed),Not currently available,Not currently available,Not currently available,Not currently available,"PSEG Long Island administers the NYS Clean Heat program on Long Island; new rebate tiers took effect 1/1/26 but the standard (non-income-qualified) dollar amount was not published in public sources at research time — verify at psegliny.com. Income-qualified Home Comfort Plus is well documented (100% of cost up to $11,000).",https://www.psegliny.com/en/saveenergyandmoney/homeefficiency/HomeComfort/HeatPumps/Rebates,https://www.patchogue.ac/blog/pseg-heat-pump-rebates-2026-guide,https://dps.ny.gov/pseg-lis-utility-20-plan-update-energy-efficiency-ee-plan,2026-09-01
on,Richmond Hill,CA,Alectra Utilities,4600,"$5,000-$12,000",3-4 ton,"$12,000-$18,000","$800-$1,200",12-15,"$5,000",5-6 kW,"$18,000-$22,000",$600-$900,15-20,"$5,000",10 kWh,"$10,000-$12,000",$500,"$1,250-$7,700","$100-$2,000",$0,$100,Data sourced from official ON utility programs and government rebate resources. Income qualification varies by program.,Alectra Utilities,ON,Richmond Hill,2026-09-01
on,Kitchener,CA,Kitchener-Wilmot Hydro,4900,"$5,000-$12,000",3-4 ton,"$12,000-$18,000","$800-$1,200",12-15,"$5,000",5-6 kW,"$18,000-$22,000",$600-$900,15-20,"$5,000",10 kWh,"$10,000-$12,000",$500,"$1,250-$7,700","$100-$2,000",$0,$100,Data sourced from official ON utility programs and government rebate resources. Income qualification varies by program.,Kitchener-Wilmot Hydro,ON,Kitchener,2026-09-01
on,Oakville,CA,Oakville Hydro,4400,"$5,000-$12,000",3-4 ton,"$12,000-$18,000","$800-$1,200",12-15,"$5,000",5-6 kW,"$18,000-$22,000",$600-$900,15-20,"$5,000",10 kWh,"$10,000-$12,000",$500,"$1,250-$7,700","$100-$2,000",$0,$100,Data sourced from official ON utility programs and government rebate resources. Income qualification varies by program.,Oakville Hydro,ON,Oakville,2026-09-01
on,Oshawa,CA,Elexicon Energy,4600,"$5,000-$12,000",3-4 ton,"$12,000-$18,000","$800-$1,200",12-15,"$5,000",5-6 kW,"$18,000-$22,000",$600-$900,15-20,"$5,000",10 kWh,"$10,000-$12,000",$500,"$1,250-$7,700","$100-$2,000",$0,$100,Data sourced from official ON utility programs and government rebate resources. Income qualification varies by program.,Elexicon Energy,ON,Oshawa,2026-09-01
on,Whitby,CA,Elexicon Energy,4600,"$5,000-$12,000",3-4 ton,"$12,000-$18,000","$800-$1,200",12-15,"$5,000",5-6 kW,"$18,000-$22,000",$600-$900,15-20,"$5,000",10 kWh,"$10,000-$12,000",$500,"$1,250-$7,700","$100-$2,000",$0,$100,Data sourced from official ON utility programs and government rebate resources. Income qualification varies by program.,Elexicon Energy,ON,Whitby,2026-09-01
on,Burlington,CA,Burlington Hydro,4400,"$5,000-$12,000",3-4 ton,"$12,000-$18,000","$800-$1,200",12-15,"$5,000",5-6 kW,"$18,000-$22,000",$600-$900,15-20,"$5,000",10 kWh,"$10,000-$12,000",$500,"$1,250-$7,700","$100-$2,000",$0,$100,Data sourced from official ON utility programs and government rebate resources. Income qualification varies by program.,Burlington Hydro,ON,Burlington,2026-09-01
on,Greater Sudbury,CA,Greater Sudbury Hydro,7100,"$5,000-$12,000",3-4 ton,"$12,000-$18,000","$800-$1,200",12-15,"$5,000",5-6 kW,"$18,000-$22,000",$600-$900,15-20,"$5,000",10 kWh,"$10,000-$12,000",$500,"$1,250-$7,700","$100-$2,000",$0,$100,Data sourced from official ON utility programs and government rebate resources. Income qualification varies by program.,Greater Sudbury Hydro,ON,Greater Sudbury,2026-09-01
